ID;TITLE;AUTHOR;TYPE;LOCATION;DATE;ABSLINK;FORMLINK;AXIS;PAPERLINK
A078;Reduction of industrial oven heating ramp: a proposal for the optimization;Caio Luiz B. Barreiro ;Pôster;A definir;Local;https://goo.gl/4UGBND;https://goo.gl/nMjavi;Otimização de Processos;a
A079;Rice husk for thermoelectric generation: a case study in Santo Antônio da Patrulha – RS;Juliana da Silveira Espindola;Oral;A definir;Local;https://goo.gl/wddtrX;https://goo.gl/SyFnhT;Síntese e Projeto de Processos;a
A080;Multi-objective Optimization of a 1G-2G Biorefinery: a breakthrough towards the economic and environmental viability;Simone C. Miyoshi;Oral;A definir;Local;https://goo.gl/sXX2Gr;https://goo.gl/MS5y9P;Otimização de Processos;a
A081;Combined neural networks and predictive control for heat exchangers network operation;Carolina Borges de Carvalho;Pôster;A definir;Local;https://goo.gl/Pr19r4;https://goo.gl/gRBCbW;Controle e Instrumentação de Processos;a
A082;A new mixed-integer non-linear programming model for work and heat exchanger network synthesis and optimization;Lucas Francisco dos Santos;Oral;A definir;Local;https://goo.gl/qfZQZr;https://goo.gl/wfDanj;Otimização de Processos;a
A083;Obtaining the coefficient of mass diffusivity for jackfruit (Artocarpus integrifolia L.) using the CMC model;Juliana Gomes Pimentel;Pôster;A definir;Local;https://goo.gl/psJyKV;https://goo.gl/DD1FKY;Modelagem e Simulação de Processos;a
A084;Waste-derived alternative fuels CO2 emissions: cement clinkering process simulation;Débora Goulart Faria;Oral;A definir;Local;https://goo.gl/hkJ9As;https://goo.gl/McSWn9;Modelagem e Simulação de Processos;a
A085;Application of multi-objective optimization for temperature control in a bioreactor system using heuristic algorithms;Lucas Fernando Santos de Jesus;Pôster;A definir;Local;https://goo.gl/HVXKou;https://goo.gl/Y6QnED;Otimização de Processos;a
A086;On compensation of multiple output time delays for stabilizing model predictive control strategies;Cibele Cristina de Araújo Soares;Pôster;A definir;Local;https://goo.gl/mcSnA4;https://goo.gl/PZxXq2;Controle e Instrumentação de Processos;a
A087;Kraft Pulping Simulation in a Continuous Digester;Ana Carolina Ornellas Sardou;Oral;A definir;Local;https://goo.gl/GDuLKF;https://goo.gl/Ug1uZZ;Modelagem e Simulação de Processos;a
A088;A mathematical approach of entropy index applied to chemical systems ;Paulo Guilherme Siva de Góes;Oral;A definir;Local;https://goo.gl/PnKqBR;https://goo.gl/4yLCw9;Otimização de Processos;a
A089;Development of an in-house tool for real-time optimization of small-scale facilities ;Leonardo Dorigo Ribeiro;Pôster;A definir;Local;https://goo.gl/k7wafZ;https://goo.gl/QqoU3e;Otimização de Processos;a
A090;Evaluation of Calcium Carbonate Aggregation dynamics: experimental analysis and population balance modeling;Caio Felippe Curitiba Marcellos;Oral;A definir;Local;https://goo.gl/UeBaWv;https://goo.gl/mcK8DV;Modelagem e Simulação de Processos;a
A091;Dynamic Optimization Using Multi-wavelets in Python;Isabella da Rocha Faria;Oral;A definir;Local;https://goo.gl/QUEJEE;https://goo.gl/QQwRMU;Otimização de Processos;a
A092;Optimal Control of a Polymerization Reactor Using Multi-wavelets stategy;Isabella da Rocha Faria;Oral;A definir;Local;https://goo.gl/rk3qtj;https://goo.gl/YLM4r4;Otimização de Processos;a
A093;Simulation of Multivariable Control Loop Using Fractional Calculus;Marcelo Kaminski Lenzi;Pôster;A definir;Local;https://goo.gl/dDnJS2;https://goo.gl/N2ek49;Controle e Instrumentação de Processos;a
A094;Lubricant Base Oils Viscosity Index Prediction by Artificial Neural Networks to Optimize Dearomatization Process ;Anie Daniela Medeiros Lima;Pôster;A definir;Local;https://goo.gl/4QULwk;https://goo.gl/ertCbt;Otimização de Processos;a
A095;A Methodology for Data Massive Expansion Using Monte Carlo Technique Applied to a Paper and Pulp Industry Case ;Andréa Pereira Parente;Pôster;A definir;Local;https://goo.gl/Eov3mq;https://goo.gl/UmQidx;Detecção e Diagnóstico de Falhas;a
A096;Applying the stochastic dispersion model to a complex flow;Ardson dos Santos Vianna Jr.;Pôster;A definir;Local;https://goo.gl/XeUyo5;https://goo.gl/qpAcmu;Modelagem e Simulação de Processos;a
A097;Techno-economic evaluation of isobutanol production process by fermentation of genetic modified Saccharomyces cerevisiae;Fábio Antonio Guedes Ferreira;Oral;A definir;Local;https://goo.gl/vWvVmo;https://goo.gl/z6eeux;Síntese e Projeto de Processos ;a
A098;Predictive Control Applied to Fluid Dynamics Processes: Methodology Based on Open Source CFD Software;Giovani Santos Correia da Silva;Pôster;A definir;Local;https://goo.gl/QxSoXi;https://goo.gl/tYjPkp;Controle e Instrumentação de Processos;a
A099;Simulation of an integrated plant for methanol production from natural gas of Bacia de Santos;Lívia D'Andrea Vilardo;Oral;A definir;Local;https://goo.gl/PgVjrS;https://goo.gl/Z43TbD;Modelagem e Simulação de Processos;a
A100;Modeling of heat exchanger shell-and-tube: temperature control for heating soybean oil;Brenda Campos Gomes;Oral;A definir;Local;https://goo.gl/5PGpYf;https://goo.gl/DzcxYa;Controle e Instrumentação de Processos;a
A101;Tuning of optimal PID for highly underdamped systems;Brício Ferreira Barreiros.;Oral;A definir;Local;https://goo.gl/EqUE2Y;https://goo.gl/tV8wea;Controle e Instrumentação de Processos;a
A102;Synthesis of Multi-Period Heat Exchanger Networks with optimal allocation of multiple utilitie;Marcelo Escobar Aragão;Pôster;A definir;Local;https://goo.gl/pQoqb6;https://goo.gl/7NcpKg;Integração e Intensificação de Processos;a
A103;Neural network modeling of Dewaxing Properties;Elene de Souza Freitas;Pôster;A definir;Local;https://goo.gl/yDniJP;https://goo.gl/5qnHvc;Aplicações Industriais de Ferramentas de PSE;a
A104;Application of Real-time Optimization with Persistent Parameter Adaptation (ROPA) to a Continuous Stirred Tank reactor (CSTR);Andréia Abadia Borges Carneiro;Pôster;A definir;Local;https://goo.gl/ULKM9E;https://goo.gl/SaUL5N;Otimização de Processos;a
A105;A Robust Adaptive MPC coupled with Kalman Filter for an Electric Submersible Pump System: A multi-model approach;Pedro de Azevedo Delou;Oral;A definir;Local;https://goo.gl/4jVxTC;https://goo.gl/ymuFG5;Controle e Instrumentação de Processos;a
A106;Use of the Direct Optimization Method for Phase Equilibrium Calculation of Binary Systems for Liquid-Liquid Separation;Caio Rodrigues Soares;Pôster;A definir;Local;https://goo.gl/V5Qh5Z;https://goo.gl/Q6Ujrs;Otimização de Processos;a
A107;Study of the influence of ion concentration on transport properties;Caio Rodrigues Soares;Pôster;A definir;Local;https://goo.gl/Vrr7ci;https://goo.gl/hjeu34;Modelagem e Simulação de Processos;a
A108;Synthesis of work and heat exchange networks considering piecewise approximations for non-constant heat capacities;Leandro Vitor Pavão;Oral;A definir;Local;https://goo.gl/4RJJnq;https://goo.gl/AttbHL;Otimização de Processos;a
A109;Evaluation of acetic acid production from CO2 through thermodynamic equilibrium calculations;Kelvin Andre Pacheco;Oral;A definir;Local;https://goo.gl/YxhNGQ;https://goo.gl/1tDZxL;Modelagem e Simulação de Processos;a
A110;Simulation of Synthetic Bunker Production Produced from GTL Technology;Pedro Ribeiro Siqueira Santos ;Pôster;A definir;Local;https://goo.gl/cZUnn9;https://goo.gl/NoMGef;Modelagem e Simulação de Processos;a
A111;Application of molecular dynamics simulation in a simple self-diffusion and adsorption phenomena in metallic materials;Pedro Enrique Monforte Brandão Marques;Pôster;A definir;Local;https://goo.gl/VZQmWi;https://goo.gl/Wbz4sW;Modelagem Molecular e Projeto de Produto;a
A112;Models of High Index Differential-Algebraic Equations Identified to Transfer Functions by the Direct Method of Initialization;Charles Rajiv Lago;Pôster;A definir;Local;https://goo.gl/fXuQYm;https://goo.gl/J7MCUG;Modelagem e Simulação de Processos;a
A113;On the use of a Lipschitz-based framework for nonlinear output feedback MPC;Guilherme Augusto de Almeida Gonçalves;Oral;A definir;Local;https://goo.gl/HxBhV9;https://goo.gl/5Qzeas;Controle e Instrumentação de Processos;a
A114;Dynamic Modeling of Drilling Fluid Flow on a Vibrating Screen;Cleuton Luis Nascentes;Pôster;A definir;Local;https://goo.gl/nWXkcn;https://goo.gl/1Dt7L9;Modelagem e Simulação de Processos;a
A115;In-Line Monitoring and Parameter Estimation of the Miniemulsion Copolymerization of Vinyl Pivalate and Methyl Methacrylate;Fabricio Machado;Pôster;A definir;Local;https://goo.gl/jqqCyN;https://goo.gl/LXu2uy;Modelagem e Simulação de Processos;a
A116;Modeling of Vinyl Acetate / Acrylic Acid Suspension Copolymerizations Based on the Penultimate Unit Effect;Fabricio Machado;Pôster;A definir;Local;https://goo.gl/3Yj3ue;https://goo.gl/3CKfBC;Modelagem e Simulação de Processos;a
A117;Comparison of different solvents, for the separation of the azeotrope acetone-chloroform, through the simulator ProSim Plus;Guilherme Ferreira da Silva;Pôster;A definir;Local;https://goo.gl/E14HNt;https://goo.gl/5xvqs6;Otimização de Processos;a
A118;Hybrid surrogate model based on look-up tables;Felipe Fernando Furlan;Pôster;A definir;Local;https://goo.gl/8bhnX6;https://goo.gl/SsWkza;Modelagem e Simulação de Processos;a
A119;Aspen HYSYS Simulation of the Production of Ethylene from Fossil Raw-Material;Amanda L. T. Brandão;Pôster;A definir;Local;https://goo.gl/EmcSwW;https://goo.gl/h5kUV9;Modelagem e Simulação de Processos;a
A120;On the transportability of predictive models based on neural networks: chemical industry applications;Renê Landim de Oliveira;Pôster;A definir;Local;https://goo.gl/QHru9J;https://goo.gl/d62LPj;Aplicações Industriais de Ferramentas de PSE;a
A121;Measurement and modeling of crystal size and shape distributions of potassium sulfate through dynamic image analysis in batch cooling crystallization;Marcellus Guedes Fernandes de Moraes;Oral;A definir;Local;https://goo.gl/TC4m1q;https://goo.gl/omTqvF;Modelagem e Simulação de Processos;a
A122;MPC Rescheduling Strategy for Batch Problems;Luís Cláudio Oliveira-Lopes;Pôster;A definir;Local;https://goo.gl/B9is6V;https://goo.gl/LeCjr2;Planejamento e Programação da Produção;a
A123;Dynamic response to process disturbances – A comparison between SMBR/TMBR models in transient regime;Vinicius Viena Santana;Oral;A definir;Local;https://goo.gl/nXhjqr;https://goo.gl/qJj5zq;Modelagem e Simulação de Processos;a
A124;Distributed Model Predictive Controller of Nonlinear Processes based on Automatic Partitioning of the Incidence Information Matrix;Luís Cláudio Oliveira-Lopes;Oral;A definir;Local;https://goo.gl/q6wUnY;https://goo.gl/pKyrxu;Controle e Instrumentação de Processos;a
A125;On Fault Classification Strategies of Controlled Systems;Luís Cláudio Oliveira-Lopes;Pôster;A definir;Local;https://goo.gl/a48tns;https://goo.gl/DHjpRW;Detecção e Diagnóstico de Falhas;a
A126;Analysis of Four Sections Simulated Moving Bed Process for Enantiomeric Separation;Luís Cláudio Oliveira-Lopes;Pôster;A definir;Local;https://goo.gl/Q6akGr;https://goo.gl/xTJn7b;Modelagem e Simulação de Processos;a
A127;Application of DEM in the Modeling of Vibrating Screens Used in the Solid Control System of Drilling Industries;Luís Cláudio Oliveira-Lopes;Pôster;A definir;Local;https://goo.gl/6xmuBB;https://goo.gl/iWZmhT;Modelagem e Simulação de Processos;a
A128;A Preliminary Study of the Technological Prospection of Cosmetic Additives – Glycolic Acid and Antioxidant Compounds, Through Analysis of Database of Patents and Articles Using ARN;Suéllen Quintanilha Martins Chagas;Pôster;A definir;Local;https://goo.gl/43GVyX;https://goo.gl/9AFgQv;Tratamento de Dados e Aprendizado de Máquina;a
A129;Life Cycle Assessment of the Replacement of the Hexane by Ethanol on the Soybean Oil Extraction Process;Simone C. Miyoshi;Oral;A definir;Local;https://goo.gl/J6qp7z;https://goo.gl/jDtZYa;Modelagem e Simulação de Processos;a
A130;Development of Cost Curves to Assist CAPEX Estimates of PTA, MEG and PET Production Processes;Ana Carolina Ornellas Sardou;Pôster;A definir;Local;https://goo.gl/3jC3G2;https://goo.gl/anVjMv;Síntese e Projeto de Processos;a
A131;Volume, Energy and Composition-Based Back Allocation for Natural Gas Processing Products – Mathematical Formulation and Methodology Comparison;Tayná Embiruçu;Pôster;A definir;Local;https://goo.gl/1uxBom;https://goo.gl/GLwTeq;Planejamento e Programação da Produção;a
A132;Determination of heat transfer parameters for the transient cycle model of steelmaking ladles;Romildo Pereira Brito;Oral;A definir;Local;https://goo.gl/tV9cKZ;https://goo.gl/mTU5az;Modelagem e Simulação de Processos;a
A133;Kriging modeling applied to the clinker production process;Romildo Pereira Brito;Oral;A definir;Local;https://goo.gl/1ffDo3;https://goo.gl/nHHRqF;Modelagem e Simulação de Processos;a
A134;Modelling, Simulation and Analysis of an Industrial Zinc Roasting Process;Romildo Pereira Brito;Oral;A definir;Local;https://goo.gl/C6CuCk;https://goo.gl/rXcmLC;Modelagem e Simulação de Processos;a
A135;Modeling and Simulation of Green Liquor Caustification of the Kraft Pulp Extraction Process;Romildo Pereira Brito;Oral;A definir;Local;https://goo.gl/YwGvYC;https://goo.gl/aK7UEQ;Modelagem e Simulação de Processos;a
A136;Modelling and Simulation of an Industrial Clinker Production Process;Romildo Pereira Brito;Oral;A definir;Local;https://goo.gl/Zxkgx7;https://goo.gl/e8DU3u;Modelagem e Simulação de Processos;a
A137;Development of alternative options for the optimization of an iron ore pelletizing process;Romildo Pereira Brito;Oral;A definir;Local;https://goo.gl/QyTFe6;https://goo.gl/QP1cz3;Modelagem e Simulação de Processos;a
A138;Evaluation of Thermodynamic Models in the Capture of CO2 via Chemical Absorption with MEA;Romildo Pereira Brito;Oral;A definir;Local;https://goo.gl/AC5wQA;https://goo.gl/nac8bx;Modelagem e Simulação de Processos;a
A139;Process simulation to energy production from bio-oil Steam Reforming;Caroline Teixeira Rodrigues;Oral;A definir;Local;https://goo.gl/1jh71a;https://goo.gl/eTDT6X;Modelagem e Simulação de Processos;a
A140;Nonlinear model predictive control: tracking and zone control;Guilherme Augusto Silva de Souza;Oral;A definir;Local;https://goo.gl/U8U9gS;https://goo.gl/B5w31T;Controle e Instrumentação de Processos;a
A141;Synthesis of reactors network with economic optimization;Victor Pádua Teixeira;Oral;A definir;Local;https://goo.gl/Qt6JTr;https://goo.gl/qj6V9x;Otimização de Processos;a
A142;Photomicroreactors optimization using optical simulation;Natan Padoin;Pôster;A definir;Local;https://goo.gl/3JqQoW;https://goo.gl/dRrfw9;Modelagem e Simulação de Processos;a
A143;Simulation of a membrane photo-reactor for wastewater and water treatment using Computational Fluid Dynamics;Natan Padoin;Pôster;A definir;Local;https://goo.gl/hEZNnz;https://goo.gl/SBzGVj;Modelagem e Simulação de Processos;a
A144;CFD-Based Analysis of Photocatalytic Reactor Applied to the Degradation of Perchloroethylene: A Step Towards Intensification;Natan Padoin;Pôster;A definir;Local;https://goo.gl/GXRzLA;https://goo.gl/8jMcmV;Modelagem e Simulação de Processos;a
A145;CFD-based analysis of an annular reactor applied to pollutant degradation through H2O2/UVC and UVC processes;Natan Padoin;Pôster;A definir;Local;https://goo.gl/ai9DJA;https://goo.gl/CyH9X4;Modelagem e Simulação de Processos;a
A146;Carbon Pore Size Optimization for CO2 Capture by Pressure Swing Adsorption;Hugo Rocha Peixoto;Pôster;A definir;Local;https://goo.gl/eHqkaP;https://goo.gl/qG8gZw;Integração e Intensificação de Processos;a
A147;Revenue optimization of oil and natural gas exports in a platform of the Santos Basin;Thiago C. d'Avila;Pôster;A definir;Local;https://goo.gl/ZPv5B1;https://goo.gl/8pVRi9;Otimização de Processos;a
A148;Validation of COCO Simulator using Datas of Energy Thermal of Sucroenergetic Plants;Admilson Lopes Vieira;Pôster;A definir;Local;https://goo.gl/63KbGv;https://goo.gl/PgQ2rQ;Modelagem e Simulação de Processos;a
A149;Development of a virtual sensor using artificial neural networks to monitor the moisture content in gas-solid fluidized bed;Carlos Alexandre Moreira da Silva;Oral;A definir;Local;https://goo.gl/oo9xFK;https://goo.gl/AdVnEi;Modelagem e Simulação de Processos;a
A150;Development of a micro controlled solar tracker applied to the generation of photovoltaic energy;Juliano da Rocha Queiroz;Pôster;A definir;Local;https://goo.gl/KFprUa;https://goo.gl/Bwidv8;Controle e Instrumentação de Processos;a
A151;Adaptive I-PD controller based on Recursive Least Squares ;Andressa Apio;Oral;A definir;Local;https://goo.gl/hbqApD;https://goo.gl/DdNzdD;Controle e Instrumentação de Processos;a
A152;2-D Model of spiral wound membrane for gas separation;Tahyná Barbalho Fontoura;Oral;A definir;Local;https://goo.gl/b8mPQo;https://goo.gl/EXWTRP;Modelagem e Simulação de Processos;a
A153;Simulation and optimization of the second generation bioethanol in fed-batch and continuous mode;Victor Godoy Levatte;Pôster;A definir;Local;https://goo.gl/GrPAHZ;https://goo.gl/R5a9Wn;Modelagem e Simulação de Processos;a
A154;Kinetics of second generation ethanol fermentation with cell recycle using artificial neural networks;Lucas Adriel Pereira Soares;Pôster;A definir;Local;https://goo.gl/hfHDT3;https://goo.gl/5WUYPT;Modelagem e Simulação de Processos;a
A155;Parameters estimation through stochastic methods of depolymerization kinetics of styrene and cardanol copolymer P(Sty-co-C);Isabelle Cunha Valim;Oral;A definir;Local;https://goo.gl/gMNB51;https://goo.gl/DT8J8j;Otimização de Processos;a
A156;Application of Elman Neural Network in an Experimental Batch Reactor for Polystyrene Density Prediction;Isabelle Cunha Valim;Oral;A definir;Local;https://goo.gl/2a8zTg;https://goo.gl/KdBAMd;Tratamento de Dados e Aprendizado de Máquina;a
A157;Optimal Catalyst Mixture Using Particle Swarm for the Control of a Propylene Polymerization Reactor;Julio Cesar Sampaio Dutra;Pôster;A definir;Local;https://goo.gl/NHdjVE;https://goo.gl/QowJZ5;Otimização de Processos;a
A158;Operability analysis for fault tolerant control in chemical processes;Pedro Henrique Veiga Rezende;Pôster;A definir;Local;https://goo.gl/S7qx6w;https://goo.gl/yDW3sV;Controle e Instrumentação de Processos;a
A159;Comparison between the solutions with use of deterministic and heuristic methods in a fed batch sucrose crystallization model for the B Massecuite vacuum pan;Paulo Eduardo de Morais Gonzales;Pôster;A definir;Local;https://goo.gl/LdDdkA;https://goo.gl/EnGTB3;Modelagem e Simulação de Processos;a
A160;Gradient Boosting Virtual Analyzer for Real-Time Process Monitoring in a Polymer Slurry Process;Fabricio da Silva Costa;Pôster;A definir;Local;https://goo.gl/Zd9Bbh;https://goo.gl/HdR9BA;Aplicações Industriais de Ferramentas de PSE;a
A161;Evaluation of energy consumption for biodiesel production from the transesterification of triolein on solid catalysts ZnAl2O4;Rafael Barbosa Rios;Pôster;A definir;Local;https://goo.gl/LdtQcc;https://goo.gl/nwtURB;Modelagem e Simulação de Processos;a
A162;Fractional order systems identification, a brief review;Gabriel Filetti Martins;Pôster;A definir;Local;https://goo.gl/jatRLM;https://goo.gl/pdZtbZ;Controle e Instrumentação de Processos;a
A163;Design, optimization and economic evaluation for the production of higher alcohols from bioethanol;Leonardo Dantas de Souza Netto;Pôster;A definir;Local;https://goo.gl/LkJ1wd;https://goo.gl/rzDnht;Síntese e Projeto de Processos;a
